MERGE @ lap 1.00: Disabled. Cannot plan merge on first lap. Need valid SS that represent whole dataset.
MERGE @ lap 2.00: Disabled. Waiting for lap >= 5 (--m_startLap).
MERGE @ lap 3.00: Disabled. Waiting for lap >= 5 (--m_startLap).
MERGE @ lap 4.00: Disabled. Waiting for lap >= 5 (--m_startLap).
PLANNING merges at lap 4.20. K=16
   0/16 UIDs ineligible because on shortlist for births. 
   2,    8 : rejected. changed_loss  2.670e-02   merged_size 655.  
   2,   19 : rejected. changed_loss  4.034e-02   merged_size 639.  
   2,   26 : rejected. changed_loss  9.480e-03   merged_size 625.  
   0,    2 : rejected. changed_loss  2.267e-02   merged_size 625.  
   6,   27 : rejected. changed_loss  1.712e-02   merged_size 591.  
   6,   99 : rejected. changed_loss  2.647e-02   merged_size 498.  
MERGE @ lap 64.00 : 0/15 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 64.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   18/78 pairs eligible. 60 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   8,   15 : pair_score 9.944e+02, size 479. 515.
   0,   15 : pair_score 9.647e+02, size 449. 515.
   4,   15 : pair_score 9.628e+02, size 447. 515.
   0,    8 : pair_score 9.289e+02, size 449. 479.
   4,    8 : pair_score 9.270e+02, size 447. 479.
  12,   19 : pair_score 9.142e+02, size 451. 462.
   0,   12 : pair_score 9.011e+02, size 449. 451.
   0,   26 : pair_score 8.985e+02, size 449. 448.
   0,    4 : pair_score 8.972e+02, size 449. 447.
   4,   26 : pair_score 8.966e+02, size 447. 448.
  12,   27 : pair_score 8.321e+02, size 451. 380.
   2,    4 : pair_score 6.240e+02, size 176. 447.
   2,    3 : pair_score 6.070e+02, size 176. 430.
   2,   27 : pair_score 5.569e+02, size 176. 380.
   6,   98 : pair_score 4.700e+02, size 210. 259.
   2,   99 : pair_score 4.639e+02, size 176. 287.
   2,   98 : pair_score 4.356e+02, size 176. 259.
EVALUATING merges at lap 65.00
   8,   15 : rejected. changed_loss  5.377e-02   merged_size 994.  
   0,   15 : rejected. changed_loss  4.751e-02   merged_size 964.  
   4,   15 : rejected. changed_loss  3.032e-02   merged_size 962.  
   0,    8 : rejected. changed_loss  3.653e-02   merged_size 928.  
   4,    8 : rejected. changed_loss  4.704e-02   merged_size 926.  
  12,   19 : rejected. changed_loss  5.156e-02   merged_size 914.  
   0,   12 : rejected. changed_loss  3.595e-02   merged_size 901.  
   0,   26 : rejected. changed_loss  3.275e-02   merged_size 896.  
   0,    4 : rejected. changed_loss  3.064e-02   merged_size 897.  
   4,   26 : rejected. changed_loss  4.712e-02   merged_size 894.  
  12,   27 : rejected. changed_loss  4.267e-02   merged_size 832.  
   2,    4 : rejected. changed_loss  3.161e-02   merged_size 625.  
   2,    3 : rejected. changed_loss  2.292e-02   merged_size 608.  
   2,   27 : rejected. changed_loss  1.208e-02   merged_size 558.  
   6,   98 : rejected. changed_loss  2.515e-02   merged_size 469.  
   2,   99 : rejected. changed_loss  3.668e-02   merged_size 465.  
   2,   98 : rejected. changed_loss  3.890e-02   merged_size 436.  
MERGE @ lap 65.00 : 0/17 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 65.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   17/78 pairs eligible. 61 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   3,   15 : pair_score 9.458e+02, size 430. 515.
   8,   26 : pair_score 9.263e+02, size 479. 447.
   3,    8 : pair_score 9.100e+02, size 430. 479.
  15,   27 : pair_score 8.957e+02, size 515. 380.
   0,    3 : pair_score 8.803e+02, size 449. 430.
   3,    4 : pair_score 8.784e+02, size 430. 447.
   3,   26 : pair_score 8.777e+02, size 430. 447.
   8,   27 : pair_score 8.599e+02, size 479. 380.
   0,   27 : pair_score 8.302e+02, size 449. 380.
   4,   27 : pair_score 8.283e+02, size 447. 380.
  26,   27 : pair_score 8.276e+02, size 447. 380.
  19,   99 : pair_score 7.503e+02, size 462. 287.
   0,   99 : pair_score 7.371e+02, size 449. 287.
   0,   98 : pair_score 7.088e+02, size 449. 259.
   2,   12 : pair_score 6.298e+02, size 177. 452.
  98,   99 : pair_score 5.468e+02, size 259. 287.
   2,    6 : pair_score 3.884e+02, size 177. 210.
EVALUATING merges at lap 66.00
   3,   15 : rejected. changed_loss  3.157e-02   merged_size 945.  
   8,   26 : rejected. changed_loss  3.441e-02   merged_size 923.  
   3,    8 : rejected. changed_loss  4.386e-02   merged_size 909.  
  15,   27 : rejected. changed_loss  4.932e-02   merged_size 895.  
   0,    3 : rejected. changed_loss  3.372e-02   merged_size 880.  
   3,    4 : rejected. changed_loss  3.839e-02   merged_size 878.  
   3,   26 : rejected. changed_loss  3.937e-02   merged_size 875.  
   8,   27 : rejected. changed_loss  3.456e-02   merged_size 859.  
   0,   27 : rejected. changed_loss  2.826e-02   merged_size 829.  
   4,   27 : rejected. changed_loss  3.728e-02   merged_size 827.  
  26,   27 : rejected. changed_loss  3.363e-02   merged_size 824.  
  19,   99 : rejected. changed_loss  4.360e-02   merged_size 750.  
   0,   99 : rejected. changed_loss  3.606e-02   merged_size 737.  
   0,   98 : rejected. changed_loss  3.549e-02   merged_size 708.  
   2,   12 : rejected. changed_loss  2.140e-02   merged_size 632.  
  98,   99 : rejected. changed_loss  1.108e-02   merged_size 546.  
   2,    6 : rejected. changed_loss  7.743e-03   merged_size 389.  
MERGE @ lap 66.00 : 0/17 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 66.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   13/78 pairs eligible. 65 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
  15,   19 : pair_score 9.778e+02, size 515. 462.
  12,   15 : pair_score 9.684e+02, size 453. 515.
   8,   19 : pair_score 9.420e+02, size 479. 462.
   8,   12 : pair_score 9.325e+02, size 479. 453.
   4,   12 : pair_score 9.009e+02, size 447. 453.
  12,   26 : pair_score 8.980e+02, size 453. 444.
  19,   27 : pair_score 8.431e+02, size 462. 380.
   2,   15 : pair_score 6.944e+02, size 179. 515.
   2,    8 : pair_score 6.585e+02, size 179. 479.
   2,   19 : pair_score 6.420e+02, size 179. 462.
  27,   98 : pair_score 6.396e+02, size 380. 259.
   0,    2 : pair_score 6.289e+02, size 449. 179.
   2,   26 : pair_score 6.240e+02, size 179. 444.
EVALUATING merges at lap 67.00
  15,   19 : rejected. changed_loss  3.781e-02   merged_size 977.  
  12,   15 : rejected. changed_loss  4.313e-02   merged_size 969.  
   8,   19 : rejected. changed_loss  5.636e-02   merged_size 941.  
   8,   12 : rejected. changed_loss  4.665e-02   merged_size 933.  
   4,   12 : rejected. changed_loss  1.830e-02   merged_size 901.  
  12,   26 : rejected. changed_loss  3.656e-02   merged_size 896.  
  19,   27 : rejected. changed_loss  3.220e-02   merged_size 842.  
   2,   15 : rejected. changed_loss  4.222e-02   merged_size 696.  
   2,    8 : rejected. changed_loss  2.647e-02   merged_size 660.  
   2,   19 : rejected. changed_loss  4.028e-02   merged_size 643.  
  27,   98 : rejected. changed_loss  4.225e-02   merged_size 639.  
   0,    2 : rejected. changed_loss  2.253e-02   merged_size 630.  
   2,   26 : rejected. changed_loss  9.031e-03   merged_size 623.  
MERGE @ lap 67.00 : 0/13 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 67.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   11/78 pairs eligible. 67 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
  15,   26 : pair_score 9.575e+02, size 515. 442.
  19,   26 : pair_score 9.052e+02, size 462. 442.
   3,   19 : pair_score 8.934e+02, size 430. 462.
   0,   26 : pair_score 8.922e+02, size 449. 442.
   4,   26 : pair_score 8.901e+02, size 447. 442.
  27,   99 : pair_score 6.677e+02, size 380. 287.
   2,    4 : pair_score 6.287e+02, size 181. 447.
   2,    3 : pair_score 6.118e+02, size 181. 430.
   2,   27 : pair_score 5.612e+02, size 181. 380.
   2,   99 : pair_score 4.686e+02, size 181. 287.
   2,   98 : pair_score 4.403e+02, size 181. 259.
EVALUATING merges at lap 68.00
  15,   26 : rejected. changed_loss  6.052e-02   merged_size 955.  
  19,   26 : rejected. changed_loss  5.147e-02   merged_size 902.  
   3,   19 : rejected. changed_loss  3.325e-02   merged_size 893.  
   0,   26 : rejected. changed_loss  3.273e-02   merged_size 889.  
   4,   26 : rejected. changed_loss  4.713e-02   merged_size 887.  
  27,   99 : rejected. changed_loss  4.498e-02   merged_size 667.  
   2,    4 : rejected. changed_loss  3.197e-02   merged_size 630.  
   2,    3 : rejected. changed_loss  2.317e-02   merged_size 614.  
   2,   27 : rejected. changed_loss  1.193e-02   merged_size 563.  
   2,   99 : rejected. changed_loss  3.698e-02   merged_size 470.  
   2,   98 : rejected. changed_loss  3.909e-02   merged_size 442.  
MERGE @ lap 68.00 : 0/11 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 68.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   27/78 pairs eligible. 51 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   8,   26 : pair_score 9.192e+02, size 479. 439.
   0,   19 : pair_score 9.125e+02, size 449. 462.
   4,   19 : pair_score 9.103e+02, size 447. 462.
   3,   12 : pair_score 8.852e+02, size 430. 454.
   3,   27 : pair_score 8.107e+02, size 430. 380.
  15,   99 : pair_score 8.026e+02, size 515. 287.
  15,   98 : pair_score 7.743e+02, size 515. 259.
   8,   99 : pair_score 7.667e+02, size 479. 287.
   8,   98 : pair_score 7.384e+02, size 479. 259.
   4,   99 : pair_score 7.351e+02, size 447. 287.
  26,   99 : pair_score 7.275e+02, size 439. 287.
   6,   15 : pair_score 7.255e+02, size 210. 515.
   3,   99 : pair_score 7.182e+02, size 430. 287.
   4,   98 : pair_score 7.068e+02, size 447. 259.
  26,   98 : pair_score 6.992e+02, size 439. 259.
   2,   15 : pair_score 6.984e+02, size 183. 515.
   3,   98 : pair_score 6.899e+02, size 430. 259.
   6,    8 : pair_score 6.896e+02, size 210. 479.
   2,    8 : pair_score 6.626e+02, size 183. 479.
   4,    6 : pair_score 6.580e+02, size 447. 210.
   6,   26 : pair_score 6.505e+02, size 210. 439.
   2,   19 : pair_score 6.461e+02, size 183. 462.
   3,    6 : pair_score 6.412e+02, size 430. 210.
   2,   12 : pair_score 6.379e+02, size 183. 454.
   0,    2 : pair_score 6.331e+02, size 449. 183.
EVALUATING merges at lap 69.00
   8,   26 : rejected. changed_loss  3.442e-02   merged_size 916.  
   0,   19 : rejected. changed_loss  3.183e-02   merged_size 912.  
   4,   19 : rejected. changed_loss  3.376e-02   merged_size 910.  
   3,   12 : rejected. changed_loss  3.737e-02   merged_size 885.  
   3,   27 : rejected. changed_loss  3.999e-02   merged_size 810.  
  15,   99 : rejected. changed_loss  3.942e-02   merged_size 802.  
  15,   98 : rejected. changed_loss  3.564e-02   merged_size 774.  
   8,   99 : rejected. changed_loss  4.867e-02   merged_size 766.  
   8,   98 : rejected. changed_loss  5.001e-02   merged_size 738.  
   4,   99 : rejected. changed_loss  3.730e-02   merged_size 735.  
  26,   99 : rejected. changed_loss  3.908e-02   merged_size 725.  
   6,   15 : rejected. changed_loss  2.694e-02   merged_size 725.  
   3,   99 : rejected. changed_loss  3.374e-02   merged_size 718.  
   4,   98 : rejected. changed_loss  3.333e-02   merged_size 706.  
  26,   98 : rejected. changed_loss  4.006e-02   merged_size 696.  
   2,   15 : rejected. changed_loss  4.257e-02   merged_size 700.  
   3,   98 : rejected. changed_loss  3.771e-02   merged_size 689.  
   6,    8 : rejected. changed_loss  3.705e-02   merged_size 689.  
   2,    8 : rejected. changed_loss  2.652e-02   merged_size 664.  
   4,    6 : rejected. changed_loss  1.979e-02   merged_size 657.  
   6,   26 : rejected. changed_loss  3.385e-02   merged_size 648.  
   2,   19 : rejected. changed_loss  4.047e-02   merged_size 648.  
   3,    6 : rejected. changed_loss  1.202e-02   merged_size 641.  
   2,   12 : rejected. changed_loss  2.178e-02   merged_size 640.  
   0,    2 : rejected. changed_loss  2.263e-02   merged_size 635.  
MERGE @ lap 69.00 : 0/25 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 69.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   16/78 pairs eligible. 62 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
  12,   26 : pair_score 8.924e+02, size 454. 437.
  12,   99 : pair_score 7.423e+02, size 454. 287.
  19,   98 : pair_score 7.220e+02, size 462. 259.
  12,   98 : pair_score 7.140e+02, size 454. 259.
   6,   19 : pair_score 6.732e+02, size 210. 462.
   6,   12 : pair_score 6.652e+02, size 210. 454.
   0,    6 : pair_score 6.601e+02, size 449. 210.
   2,    4 : pair_score 6.332e+02, size 185. 447.
   2,   26 : pair_score 6.233e+02, size 185. 437.
   2,    3 : pair_score 6.164e+02, size 185. 430.
   6,   27 : pair_score 5.903e+02, size 210. 379.
   2,   27 : pair_score 5.656e+02, size 185. 379.
   6,   99 : pair_score 4.979e+02, size 210. 287.
   2,   99 : pair_score 4.732e+02, size 185. 287.
EVALUATING merges at lap 70.00
  12,   26 : rejected. changed_loss  3.669e-02   merged_size 890.  
  12,   99 : rejected. changed_loss  3.899e-02   merged_size 742.  
  19,   98 : rejected. changed_loss  3.685e-02   merged_size 721.  
  12,   98 : rejected. changed_loss  3.932e-02   merged_size 714.  
   6,   19 : rejected. changed_loss  1.637e-02   merged_size 673.  
   6,   12 : rejected. changed_loss  2.812e-02   merged_size 665.  
   0,    6 : rejected. changed_loss  1.961e-02   merged_size 660.  
   2,    4 : rejected. changed_loss  3.219e-02   merged_size 635.  
   2,   26 : rejected. changed_loss  8.962e-03   merged_size 623.  
   2,    3 : rejected. changed_loss  2.345e-02   merged_size 618.  
   6,   27 : rejected. changed_loss  1.710e-02   merged_size 590.  
   2,   27 : rejected. changed_loss  1.205e-02   merged_size 567.  
   6,   99 : rejected. changed_loss  2.644e-02   merged_size 497.  
   2,   99 : rejected. changed_loss  3.721e-02   merged_size 475.  
MERGE @ lap 70.00 : 0/14 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 70.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   21/78 pairs eligible. 57 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   8,   15 : pair_score 9.942e+02, size 479. 515.
   0,   15 : pair_score 9.648e+02, size 449. 515.
   4,   15 : pair_score 9.625e+02, size 447. 515.
  15,   26 : pair_score 9.502e+02, size 515. 435.
   0,    8 : pair_score 9.288e+02, size 449. 479.
   4,    8 : pair_score 9.266e+02, size 447. 479.
  12,   19 : pair_score 9.177e+02, size 454. 462.
   0,   12 : pair_score 9.047e+02, size 449. 454.
  19,   26 : pair_score 8.979e+02, size 462. 435.
   0,    4 : pair_score 8.972e+02, size 449. 447.
   0,   26 : pair_score 8.848e+02, size 449. 435.
   4,   26 : pair_score 8.826e+02, size 447. 435.
  12,   27 : pair_score 8.348e+02, size 454. 379.
   2,   15 : pair_score 7.032e+02, size 188. 515.
   2,    8 : pair_score 6.673e+02, size 188. 479.
   2,   19 : pair_score 6.509e+02, size 188. 462.
   2,   12 : pair_score 6.431e+02, size 188. 454.
   6,   98 : pair_score 4.696e+02, size 210. 259.
   2,   98 : pair_score 4.473e+02, size 188. 259.
EVALUATING merges at lap 71.00
   8,   15 : rejected. changed_loss  5.376e-02   merged_size 994.  
   0,   15 : rejected. changed_loss  4.749e-02   merged_size 964.  
   4,   15 : rejected. changed_loss  3.028e-02   merged_size 962.  
  15,   26 : rejected. changed_loss  6.027e-02   merged_size 948.  
   0,    8 : rejected. changed_loss  3.656e-02   merged_size 928.  
   4,    8 : rejected. changed_loss  4.697e-02   merged_size 926.  
  12,   19 : rejected. changed_loss  5.150e-02   merged_size 917.  
   0,   12 : rejected. changed_loss  3.590e-02   merged_size 904.  
  19,   26 : rejected. changed_loss  5.136e-02   merged_size 895.  
   0,    4 : rejected. changed_loss  3.057e-02   merged_size 897.  
   0,   26 : rejected. changed_loss  3.277e-02   merged_size 882.  
   4,   26 : rejected. changed_loss  4.721e-02   merged_size 880.  
  12,   27 : rejected. changed_loss  4.255e-02   merged_size 834.  
   2,   15 : rejected. changed_loss  4.293e-02   merged_size 705.  
   2,    8 : rejected. changed_loss  2.664e-02   merged_size 669.  
   2,   19 : rejected. changed_loss  4.072e-02   merged_size 652.  
   2,   12 : rejected. changed_loss  2.201e-02   merged_size 645.  
   6,   98 : rejected. changed_loss  2.514e-02   merged_size 469.  
   2,   98 : rejected. changed_loss  3.934e-02   merged_size 449.  
MERGE @ lap 71.00 : 0/19 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 71.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   22/78 pairs eligible. 56 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   3,   15 : pair_score 9.458e+02, size 430. 515.
   8,   26 : pair_score 9.121e+02, size 479. 432.
   3,    8 : pair_score 9.098e+02, size 430. 479.
  15,   27 : pair_score 8.949e+02, size 515. 379.
   0,    3 : pair_score 8.804e+02, size 449. 430.
   3,    4 : pair_score 8.781e+02, size 430. 447.
   3,   26 : pair_score 8.637e+02, size 430. 432.
   8,   27 : pair_score 8.589e+02, size 479. 379.
   0,   27 : pair_score 8.295e+02, size 449. 379.
   4,   27 : pair_score 8.272e+02, size 447. 379.
  26,   27 : pair_score 8.128e+02, size 432. 379.
  19,   99 : pair_score 7.503e+02, size 462. 287.
   0,   99 : pair_score 7.372e+02, size 449. 287.
   0,   98 : pair_score 7.089e+02, size 449. 259.
   0,    2 : pair_score 6.399e+02, size 449. 190.
   2,    4 : pair_score 6.376e+02, size 190. 447.
   2,   26 : pair_score 6.232e+02, size 190. 432.
  98,   99 : pair_score 5.467e+02, size 259. 287.
   2,   99 : pair_score 4.777e+02, size 190. 287.
   2,    6 : pair_score 4.006e+02, size 190. 210.
EVALUATING merges at lap 72.00
   3,   15 : rejected. changed_loss  3.157e-02   merged_size 945.  
   8,   26 : rejected. changed_loss  3.441e-02   merged_size 910.  
   3,    8 : rejected. changed_loss  4.386e-02   merged_size 909.  
  15,   27 : rejected. changed_loss  4.925e-02   merged_size 894.  
   0,    3 : rejected. changed_loss  3.372e-02   merged_size 880.  
   3,    4 : rejected. changed_loss  3.834e-02   merged_size 878.  
   3,   26 : rejected. changed_loss  3.896e-02   merged_size 861.  
   8,   27 : rejected. changed_loss  3.456e-02   merged_size 858.  
   0,   27 : rejected. changed_loss  2.826e-02   merged_size 829.  
   4,   27 : rejected. changed_loss  3.719e-02   merged_size 827.  
  26,   27 : rejected. changed_loss  3.402e-02   merged_size 810.  
  19,   99 : rejected. changed_loss  4.359e-02   merged_size 750.  
   0,   99 : rejected. changed_loss  3.605e-02   merged_size 737.  
   0,   98 : rejected. changed_loss  3.549e-02   merged_size 708.  
   0,    2 : rejected. changed_loss  2.279e-02   merged_size 641.  
   2,    4 : rejected. changed_loss  3.237e-02   merged_size 639.  
   2,   26 : rejected. changed_loss  8.933e-03   merged_size 623.  
  98,   99 : rejected. changed_loss  1.108e-02   merged_size 546.  
   2,   99 : rejected. changed_loss  3.736e-02   merged_size 479.  
   2,    6 : rejected. changed_loss  8.285e-03   merged_size 402.  
MERGE @ lap 72.00 : 0/20 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 72.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   9/78 pairs eligible. 69 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
  15,   19 : pair_score 9.779e+02, size 515. 462.
  12,   15 : pair_score 9.704e+02, size 455. 515.
   8,   19 : pair_score 9.419e+02, size 479. 462.
   8,   12 : pair_score 9.344e+02, size 479. 455.
   4,   12 : pair_score 9.027e+02, size 447. 455.
  19,   27 : pair_score 8.426e+02, size 462. 379.
  27,   98 : pair_score 6.390e+02, size 379. 259.
   2,    3 : pair_score 6.226e+02, size 191. 430.
   2,   27 : pair_score 5.717e+02, size 191. 379.
EVALUATING merges at lap 73.00
  15,   19 : rejected. changed_loss  3.781e-02   merged_size 977.  
  12,   15 : rejected. changed_loss  4.313e-02   merged_size 970.  
   8,   19 : rejected. changed_loss  5.635e-02   merged_size 941.  
   8,   12 : rejected. changed_loss  4.663e-02   merged_size 934.  
   4,   12 : rejected. changed_loss  1.829e-02   merged_size 902.  
  19,   27 : rejected. changed_loss  3.217e-02   merged_size 842.  
  27,   98 : rejected. changed_loss  4.223e-02   merged_size 639.  
   2,    3 : rejected. changed_loss  2.375e-02   merged_size 624.  
   2,   27 : rejected. changed_loss  1.221e-02   merged_size 573.  
MERGE @ lap 73.00 : 0/9 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 73.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   8/78 pairs eligible. 70 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   3,   19 : pair_score 8.935e+02, size 430. 462.
  12,   26 : pair_score 8.849e+02, size 455. 429.
   2,   15 : pair_score 7.086e+02, size 193. 515.
   2,    8 : pair_score 6.727e+02, size 193. 479.
  27,   99 : pair_score 6.673e+02, size 379. 287.
   2,   19 : pair_score 6.564e+02, size 193. 462.
   2,   12 : pair_score 6.490e+02, size 193. 455.
   2,   98 : pair_score 4.528e+02, size 193. 259.
EVALUATING merges at lap 74.00
   3,   19 : rejected. changed_loss  3.324e-02   merged_size 893.  
  12,   26 : rejected. changed_loss  3.675e-02   merged_size 883.  
   2,   15 : rejected. changed_loss  4.329e-02   merged_size 709.  
   2,    8 : rejected. changed_loss  2.676e-02   merged_size 673.  
  27,   99 : rejected. changed_loss  4.496e-02   merged_size 667.  
   2,   19 : rejected. changed_loss  4.095e-02   merged_size 657.  
   2,   12 : rejected. changed_loss  2.225e-02   merged_size 650.  
   2,   98 : rejected. changed_loss  3.948e-02   merged_size 454.  
MERGE @ lap 74.00 : 0/8 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 74.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   28/78 pairs eligible. 50 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
  15,   26 : pair_score 9.432e+02, size 515. 428.
   0,   19 : pair_score 9.124e+02, size 449. 462.
   4,   19 : pair_score 9.102e+02, size 447. 462.
  19,   26 : pair_score 8.909e+02, size 462. 428.
   3,   12 : pair_score 8.863e+02, size 430. 455.
   0,   26 : pair_score 8.776e+02, size 449. 428.
   4,   26 : pair_score 8.754e+02, size 447. 428.
   3,   27 : pair_score 8.105e+02, size 430. 379.
  15,   99 : pair_score 8.026e+02, size 515. 287.
  15,   98 : pair_score 7.743e+02, size 515. 259.
   8,   99 : pair_score 7.666e+02, size 479. 287.
   8,   98 : pair_score 7.383e+02, size 479. 259.
   4,   99 : pair_score 7.348e+02, size 447. 287.
   6,   15 : pair_score 7.254e+02, size 210. 515.
   3,   99 : pair_score 7.182e+02, size 430. 287.
  26,   99 : pair_score 7.156e+02, size 428. 287.
   4,   98 : pair_score 7.065e+02, size 447. 259.
   3,   98 : pair_score 6.899e+02, size 430. 259.
   6,    8 : pair_score 6.895e+02, size 210. 479.
   4,    6 : pair_score 6.577e+02, size 447. 210.
   0,    2 : pair_score 6.445e+02, size 449. 194.
   3,    6 : pair_score 6.411e+02, size 430. 210.
   2,    6 : pair_score 4.053e+02, size 194. 210.
EVALUATING merges at lap 75.00
  15,   26 : rejected. changed_loss  6.002e-02   merged_size 941.  
   0,   19 : rejected. changed_loss  3.183e-02   merged_size 912.  
   4,   19 : rejected. changed_loss  3.373e-02   merged_size 910.  
  19,   26 : rejected. changed_loss  5.127e-02   merged_size 889.  
   3,   12 : rejected. changed_loss  3.736e-02   merged_size 886.  
   0,   26 : rejected. changed_loss  3.274e-02   merged_size 876.  
   4,   26 : rejected. changed_loss  4.717e-02   merged_size 874.  
   3,   27 : rejected. changed_loss  3.997e-02   merged_size 810.  
  15,   99 : rejected. changed_loss  3.942e-02   merged_size 802.  
  15,   98 : rejected. changed_loss  3.564e-02   merged_size 774.  
   8,   99 : rejected. changed_loss  4.866e-02   merged_size 766.  
   8,   98 : rejected. changed_loss  5.001e-02   merged_size 738.  
   4,   99 : rejected. changed_loss  3.729e-02   merged_size 734.  
   6,   15 : rejected. changed_loss  2.694e-02   merged_size 725.  
   3,   99 : rejected. changed_loss  3.374e-02   merged_size 718.  
  26,   99 : rejected. changed_loss  3.857e-02   merged_size 714.  
   4,   98 : rejected. changed_loss  3.332e-02   merged_size 706.  
   3,   98 : rejected. changed_loss  3.771e-02   merged_size 689.  
   6,    8 : rejected. changed_loss  3.704e-02   merged_size 689.  
   4,    6 : rejected. changed_loss  1.978e-02   merged_size 657.  
   0,    2 : rejected. changed_loss  2.288e-02   merged_size 645.  
   3,    6 : rejected. changed_loss  1.201e-02   merged_size 641.  
   2,    6 : rejected. changed_loss  8.496e-03   merged_size 406.  
MERGE @ lap 75.00 : 0/23 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 75.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   15/78 pairs eligible. 63 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
  12,   99 : pair_score 7.432e+02, size 455. 287.
  19,   98 : pair_score 7.221e+02, size 462. 259.
  12,   98 : pair_score 7.149e+02, size 455. 259.
  26,   98 : pair_score 6.861e+02, size 426. 259.
   6,   19 : pair_score 6.732e+02, size 210. 462.
   6,   12 : pair_score 6.661e+02, size 210. 455.
   0,    6 : pair_score 6.599e+02, size 449. 210.
   2,    4 : pair_score 6.434e+02, size 196. 447.
   6,   26 : pair_score 6.373e+02, size 210. 426.
   2,    3 : pair_score 6.268e+02, size 196. 430.
   2,   26 : pair_score 6.230e+02, size 196. 426.
   6,   27 : pair_score 5.901e+02, size 210. 379.
   2,   27 : pair_score 5.759e+02, size 196. 379.
   2,   99 : pair_score 4.836e+02, size 196. 287.
EVALUATING merges at lap 76.00
  12,   99 : rejected. changed_loss  3.902e-02   merged_size 743.  
  19,   98 : rejected. changed_loss  3.686e-02   merged_size 722.  
  12,   98 : rejected. changed_loss  3.933e-02   merged_size 715.  
  26,   98 : rejected. changed_loss  3.972e-02   merged_size 684.  
   6,   19 : rejected. changed_loss  1.638e-02   merged_size 673.  
   6,   12 : rejected. changed_loss  2.807e-02   merged_size 666.  
   0,    6 : rejected. changed_loss  1.959e-02   merged_size 659.  
   2,    4 : rejected. changed_loss  3.267e-02   merged_size 644.  
   6,   26 : rejected. changed_loss  3.384e-02   merged_size 636.  
   2,    3 : rejected. changed_loss  2.396e-02   merged_size 627.  
   2,   26 : rejected. changed_loss  8.888e-03   merged_size 622.  
   6,   27 : rejected. changed_loss  1.710e-02   merged_size 590.  
   2,   27 : rejected. changed_loss  1.232e-02   merged_size 576.  
   2,   99 : rejected. changed_loss  3.756e-02   merged_size 484.  
MERGE @ lap 76.00 : 0/14 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 76.20. K=13
   0/13 UIDs ineligible because on shortlist for births. 
   18/78 pairs eligible. 60 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   8,   15 : pair_score 9.941e+02, size 479. 515.
   0,   15 : pair_score 9.645e+02, size 449. 515.
   4,   15 : pair_score 9.623e+02, size 447. 515.
   0,    8 : pair_score 9.285e+02, size 449. 479.
