MERGE @ lap 1.00: Disabled. Cannot plan merge on first lap. Need valid SS that represent whole dataset.
MERGE @ lap 2.00: Disabled. Waiting for lap >= 5 (--m_startLap).
MERGE @ lap 3.00: Disabled. Waiting for lap >= 5 (--m_startLap).
MERGE @ lap 4.00: Disabled. Waiting for lap >= 5 (--m_startLap).
PLANNING merges at lap 4.20. K=15
   0/15 UIDs ineligible because on shortlist for births. 
  10,   13 : pair_score 9.172e+02, size 458. 458.
   9,   14 : pair_score 8.821e+02, size 449. 432.
   0,    7 : pair_score 8.153e+02, size 360. 454.
   6,   11 : pair_score 8.063e+02, size 473. 332.
   0,   14 : pair_score 7.937e+02, size 360. 432.
   7,   11 : pair_score 7.873e+02, size 454. 332.
   0,   17 : pair_score 7.850e+02, size 360. 424.
  11,   17 : pair_score 7.570e+02, size 332. 424.
   0,   18 : pair_score 7.564e+02, size 360. 395.
  11,   18 : pair_score 7.285e+02, size 332. 395.
   0,   11 : pair_score 6.939e+02, size 360. 332.
   1,    9 : pair_score 6.813e+02, size 231. 449.
   1,   14 : pair_score 6.647e+02, size 231. 432.
   1,   17 : pair_score 6.560e+02, size 231. 424.
   1,   18 : pair_score 6.274e+02, size 231. 395.
EVALUATING merges at lap 34.00
   5,   10 : rejected. changed_loss  4.519e-02   merged_size 986.  
   6,   10 : rejected. changed_loss  4.232e-02   merged_size 931.  
  10,   13 : rejected. changed_loss  2.704e-02   merged_size 917.  
   9,   14 : rejected. changed_loss  3.179e-02   merged_size 882.  
   0,    7 : rejected. changed_loss  2.594e-02   merged_size 815.  
   6,   11 : rejected. changed_loss  6.786e-02   merged_size 801.  
   0,   14 : rejected. changed_loss  3.957e-02   merged_size 794.  
   7,   11 : rejected. changed_loss  5.591e-02   merged_size 782.  
   0,   17 : rejected. changed_loss  4.204e-02   merged_size 785.  
  11,   17 : rejected. changed_loss  4.510e-02   merged_size 752.  
   0,   18 : rejected. changed_loss  2.644e-02   merged_size 757.  
  11,   18 : rejected. changed_loss  5.716e-02   merged_size 723.  
   0,   11 : rejected. changed_loss  7.206e-02   merged_size 689.  
   1,    9 : rejected. changed_loss  3.490e-02   merged_size 685.  
   1,   14 : rejected. changed_loss  2.669e-02   merged_size 668.  
   1,   17 : rejected. changed_loss  2.637e-02   merged_size 660.  
   1,   18 : rejected. changed_loss  2.701e-02   merged_size 631.  
MERGE @ lap 34.00 : 0/17 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 34.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   22/66 pairs eligible. 44 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   5,    6 : pair_score 1.001e+03, size 527. 473.
   5,   13 : pair_score 9.865e+02, size 527. 458.
   5,    7 : pair_score 9.821e+02, size 527. 454.
   6,   13 : pair_score 9.322e+02, size 473. 458.
   6,    7 : pair_score 9.277e+02, size 473. 454.
   7,   13 : pair_score 9.130e+02, size 454. 458.
   7,   10 : pair_score 9.126e+02, size 454. 458.
   5,   11 : pair_score 8.559e+02, size 527. 328.
   9,   18 : pair_score 8.450e+02, size 449. 395.
  14,   18 : pair_score 8.283e+02, size 432. 395.
  17,   18 : pair_score 8.197e+02, size 424. 395.
  11,   13 : pair_score 7.868e+02, size 328. 458.
  10,   11 : pair_score 7.864e+02, size 458. 328.
   9,   11 : pair_score 7.775e+02, size 449. 328.
   1,    5 : pair_score 7.637e+02, size 235. 527.
  11,   14 : pair_score 7.608e+02, size 328. 432.
   1,    6 : pair_score 7.094e+02, size 235. 473.
   1,   13 : pair_score 6.947e+02, size 235. 458.
   1,   10 : pair_score 6.943e+02, size 235. 458.
   1,    7 : pair_score 6.902e+02, size 235. 454.
EVALUATING merges at lap 35.00
   5,    6 : rejected. changed_loss  6.575e-02   merged_size 1001  
   5,   13 : rejected. changed_loss  3.074e-02   merged_size 986.  
   5,    7 : rejected. changed_loss  4.756e-02   merged_size 982.  
   6,   13 : rejected. changed_loss  5.589e-02   merged_size 932.  
   6,    7 : rejected. changed_loss  5.414e-02   merged_size 927.  
   7,   13 : rejected. changed_loss  4.318e-02   merged_size 912.  
   7,   10 : rejected. changed_loss  3.066e-02   merged_size 912.  
   5,   11 : rejected. changed_loss  5.013e-02   merged_size 850.  
   9,   18 : rejected. changed_loss  3.676e-02   merged_size 845.  
  14,   18 : rejected. changed_loss  3.836e-02   merged_size 828.  
  17,   18 : rejected. changed_loss  2.877e-02   merged_size 819.  
  11,   13 : rejected. changed_loss  4.658e-02   merged_size 781.  
  10,   11 : rejected. changed_loss  4.688e-02   merged_size 781.  
   9,   11 : rejected. changed_loss  6.007e-02   merged_size 772.  
   1,    5 : rejected. changed_loss  3.454e-02   merged_size 767.  
  11,   14 : rejected. changed_loss  5.097e-02   merged_size 755.  
   1,    6 : rejected. changed_loss  4.548e-02   merged_size 713.  
   1,   13 : rejected. changed_loss  2.617e-02   merged_size 698.  
   1,   10 : rejected. changed_loss  2.046e-02   merged_size 698.  
   1,    7 : rejected. changed_loss  2.642e-02   merged_size 694.  
MERGE @ lap 35.00 : 0/20 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 35.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   20/66 pairs eligible. 46 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   5,   17 : pair_score 9.520e+02, size 527. 424.
   5,   18 : pair_score 9.235e+02, size 527. 395.
   6,   17 : pair_score 8.977e+02, size 473. 424.
   7,   14 : pair_score 8.870e+02, size 454. 432.
  13,   17 : pair_score 8.829e+02, size 458. 424.
  10,   17 : pair_score 8.826e+02, size 458. 424.
   6,   18 : pair_score 8.692e+02, size 473. 395.
  13,   18 : pair_score 8.544e+02, size 458. 395.
  10,   18 : pair_score 8.540e+02, size 458. 395.
   6,   11 : pair_score 7.965e+02, size 473. 323.
   7,   11 : pair_score 7.772e+02, size 454. 323.
  11,   17 : pair_score 7.472e+02, size 323. 424.
  11,   18 : pair_score 7.187e+02, size 323. 395.
   1,    9 : pair_score 6.894e+02, size 239. 449.
   0,   11 : pair_score 6.853e+02, size 362. 323.
   1,   14 : pair_score 6.727e+02, size 239. 432.
   0,    1 : pair_score 6.023e+02, size 362. 239.
EVALUATING merges at lap 36.00
   5,   17 : rejected. changed_loss  3.399e-02   merged_size 952.  
   5,   18 : rejected. changed_loss  5.194e-02   merged_size 923.  
   6,   17 : rejected. changed_loss  5.750e-02   merged_size 897.  
   7,   14 : rejected. changed_loss  4.256e-02   merged_size 886.  
  13,   17 : rejected. changed_loss  3.157e-02   merged_size 882.  
  10,   17 : rejected. changed_loss  2.705e-02   merged_size 882.  
   6,   18 : rejected. changed_loss  4.259e-02   merged_size 869.  
  13,   18 : rejected. changed_loss  3.368e-02   merged_size 854.  
  10,   18 : rejected. changed_loss  2.013e-02   merged_size 854.  
   6,   11 : rejected. changed_loss  6.699e-02   merged_size 791.  
   7,   11 : rejected. changed_loss  5.525e-02   merged_size 772.  
  11,   17 : rejected. changed_loss  4.437e-02   merged_size 742.  
  11,   18 : rejected. changed_loss  5.639e-02   merged_size 714.  
   1,    9 : rejected. changed_loss  3.545e-02   merged_size 692.  
   0,   11 : rejected. changed_loss  7.037e-02   merged_size 681.  
   1,   14 : rejected. changed_loss  2.735e-02   merged_size 676.  
   0,    1 : rejected. changed_loss  2.864e-02   merged_size 606.  
MERGE @ lap 36.00 : 0/17 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 36.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   19/66 pairs eligible. 47 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   0,    5 : pair_score 8.911e+02, size 363. 527.
  14,   17 : pair_score 8.570e+02, size 432. 424.
   5,   11 : pair_score 8.463e+02, size 527. 318.
   0,    6 : pair_score 8.368e+02, size 363. 473.
   0,   13 : pair_score 8.218e+02, size 363. 458.
   0,   10 : pair_score 8.216e+02, size 363. 458.
   0,    9 : pair_score 8.127e+02, size 363. 449.
  11,   13 : pair_score 7.770e+02, size 318. 458.
  10,   11 : pair_score 7.768e+02, size 458. 318.
   1,    5 : pair_score 7.714e+02, size 243. 527.
   9,   11 : pair_score 7.679e+02, size 449. 318.
  11,   14 : pair_score 7.511e+02, size 318. 432.
   1,    6 : pair_score 7.170e+02, size 243. 473.
   1,   13 : pair_score 7.021e+02, size 243. 458.
   1,   10 : pair_score 7.019e+02, size 243. 458.
   1,    7 : pair_score 6.976e+02, size 243. 454.
EVALUATING merges at lap 37.00
   0,    5 : rejected. changed_loss  5.395e-02   merged_size 891.  
  14,   17 : rejected. changed_loss  4.733e-02   merged_size 857.  
   5,   11 : rejected. changed_loss  4.932e-02   merged_size 840.  
   0,    6 : rejected. changed_loss  5.396e-02   merged_size 837.  
   0,   13 : rejected. changed_loss  3.929e-02   merged_size 822.  
   0,   10 : rejected. changed_loss  3.344e-02   merged_size 822.  
   0,    9 : rejected. changed_loss  4.442e-02   merged_size 813.  
  11,   13 : rejected. changed_loss  4.602e-02   merged_size 770.  
  10,   11 : rejected. changed_loss  4.618e-02   merged_size 770.  
   1,    5 : rejected. changed_loss  3.556e-02   merged_size 776.  
   9,   11 : rejected. changed_loss  5.933e-02   merged_size 761.  
  11,   14 : rejected. changed_loss  5.032e-02   merged_size 744.  
   1,    6 : rejected. changed_loss  4.619e-02   merged_size 722.  
   1,   13 : rejected. changed_loss  2.721e-02   merged_size 707.  
   1,   10 : rejected. changed_loss  2.133e-02   merged_size 707.  
   1,    7 : rejected. changed_loss  2.761e-02   merged_size 702.  
MERGE @ lap 37.00 : 0/16 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 37.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   15/66 pairs eligible. 51 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   7,    9 : pair_score 9.037e+02, size 454. 449.
   7,   17 : pair_score 8.784e+02, size 454. 424.
   9,   17 : pair_score 8.740e+02, size 449. 424.
   7,   18 : pair_score 8.499e+02, size 454. 395.
   6,   11 : pair_score 7.857e+02, size 473. 312.
   7,   11 : pair_score 7.662e+02, size 454. 312.
  11,   17 : pair_score 7.364e+02, size 312. 424.
  11,   18 : pair_score 7.079e+02, size 312. 395.
   1,    9 : pair_score 6.983e+02, size 248. 449.
   1,   14 : pair_score 6.815e+02, size 248. 432.
   0,   11 : pair_score 6.760e+02, size 363. 312.
   1,   17 : pair_score 6.730e+02, size 248. 424.
   1,   18 : pair_score 6.445e+02, size 248. 395.
   0,    1 : pair_score 6.126e+02, size 363. 248.
EVALUATING merges at lap 38.00
   7,    9 : rejected. changed_loss  4.363e-02   merged_size 903.  
   7,   17 : rejected. changed_loss  3.363e-02   merged_size 878.  
   9,   17 : rejected. changed_loss  5.308e-02   merged_size 874.  
   7,   18 : rejected. changed_loss  4.304e-02   merged_size 849.  
   6,   11 : rejected. changed_loss  6.588e-02   merged_size 779.  
   7,   11 : rejected. changed_loss  5.438e-02   merged_size 759.  
  11,   17 : rejected. changed_loss  4.340e-02   merged_size 730.  
  11,   18 : rejected. changed_loss  5.543e-02   merged_size 701.  
   1,    9 : rejected. changed_loss  3.643e-02   merged_size 703.  
   1,   14 : rejected. changed_loss  2.842e-02   merged_size 687.  
   0,   11 : rejected. changed_loss  6.830e-02   merged_size 669.  
   1,   17 : rejected. changed_loss  2.835e-02   merged_size 678.  
   1,   18 : rejected. changed_loss  2.923e-02   merged_size 650.  
   0,    1 : rejected. changed_loss  3.067e-02   merged_size 618.  
MERGE @ lap 38.00 : 0/14 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 38.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   19/66 pairs eligible. 47 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   5,    9 : pair_score 9.778e+02, size 528. 449.
   5,   14 : pair_score 9.609e+02, size 528. 432.
   6,    9 : pair_score 9.234e+02, size 473. 449.
   9,   13 : pair_score 9.082e+02, size 449. 458.
   9,   10 : pair_score 9.081e+02, size 449. 458.
   6,   14 : pair_score 9.065e+02, size 473. 432.
  13,   14 : pair_score 8.914e+02, size 458. 432.
  10,   14 : pair_score 8.913e+02, size 458. 432.
   5,   11 : pair_score 8.339e+02, size 528. 305.
   1,    5 : pair_score 7.824e+02, size 254. 528.
  11,   13 : pair_score 7.643e+02, size 305. 458.
  10,   11 : pair_score 7.642e+02, size 458. 305.
   9,   11 : pair_score 7.554e+02, size 449. 305.
  11,   14 : pair_score 7.386e+02, size 305. 432.
   1,    6 : pair_score 7.280e+02, size 254. 473.
   1,   13 : pair_score 7.128e+02, size 254. 458.
   1,   10 : pair_score 7.128e+02, size 254. 458.
   1,    7 : pair_score 7.084e+02, size 254. 454.
EVALUATING merges at lap 39.00
   5,    9 : rejected. changed_loss  6.734e-02   merged_size 977.  
   5,   14 : rejected. changed_loss  4.996e-02   merged_size 961.  
   6,    9 : rejected. changed_loss  4.092e-02   merged_size 923.  
   9,   13 : rejected. changed_loss  5.064e-02   merged_size 908.  
   9,   10 : rejected. changed_loss  3.937e-02   merged_size 908.  
   6,   14 : rejected. changed_loss  5.319e-02   merged_size 906.  
  13,   14 : rejected. changed_loss  2.253e-02   merged_size 891.  
  10,   14 : rejected. changed_loss  3.193e-02   merged_size 891.  
   5,   11 : rejected. changed_loss  4.823e-02   merged_size 827.  
   1,    5 : rejected. changed_loss  3.672e-02   merged_size 788.  
  11,   13 : rejected. changed_loss  4.528e-02   merged_size 757.  
  10,   11 : rejected. changed_loss  4.528e-02   merged_size 757.  
   9,   11 : rejected. changed_loss  5.830e-02   merged_size 748.  
  11,   14 : rejected. changed_loss  4.946e-02   merged_size 731.  
   1,    6 : rejected. changed_loss  4.719e-02   merged_size 734.  
   1,   13 : rejected. changed_loss  2.842e-02   merged_size 718.  
   1,   10 : rejected. changed_loss  2.238e-02   merged_size 718.  
   1,    7 : rejected. changed_loss  2.894e-02   merged_size 714.  
MERGE @ lap 39.00 : 0/18 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 39.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   19/66 pairs eligible. 47 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   5,   10 : pair_score 9.867e+02, size 528. 458.
   6,   10 : pair_score 9.322e+02, size 473. 458.
  10,   13 : pair_score 9.170e+02, size 458. 458.
   9,   14 : pair_score 8.826e+02, size 449. 432.
   0,    7 : pair_score 8.184e+02, size 364. 453.
   0,   14 : pair_score 7.973e+02, size 364. 432.
   0,   17 : pair_score 7.891e+02, size 364. 424.
   6,   11 : pair_score 7.729e+02, size 473. 299.
   0,   18 : pair_score 7.605e+02, size 364. 396.
   7,   11 : pair_score 7.531e+02, size 453. 299.
  11,   17 : pair_score 7.238e+02, size 299. 424.
   1,    9 : pair_score 7.100e+02, size 260. 449.
  11,   18 : pair_score 6.951e+02, size 299. 396.
   1,   14 : pair_score 6.931e+02, size 260. 432.
   1,   17 : pair_score 6.849e+02, size 260. 424.
   0,   11 : pair_score 6.636e+02, size 364. 299.
   1,   18 : pair_score 6.563e+02, size 260. 396.
EVALUATING merges at lap 40.00
   5,   10 : rejected. changed_loss  4.521e-02   merged_size 986.  
   6,   10 : rejected. changed_loss  4.228e-02   merged_size 932.  
  10,   13 : rejected. changed_loss  2.706e-02   merged_size 916.  
   9,   14 : rejected. changed_loss  3.179e-02   merged_size 882.  
   0,    7 : rejected. changed_loss  2.609e-02   merged_size 818.  
   0,   14 : rejected. changed_loss  3.978e-02   merged_size 797.  
   0,   17 : rejected. changed_loss  4.241e-02   merged_size 789.  
   6,   11 : rejected. changed_loss  6.457e-02   merged_size 766.  
   0,   18 : rejected. changed_loss  2.678e-02   merged_size 760.  
   7,   11 : rejected. changed_loss  5.333e-02   merged_size 746.  
  11,   17 : rejected. changed_loss  4.233e-02   merged_size 717.  
   1,    9 : rejected. changed_loss  3.754e-02   merged_size 715.  
  11,   18 : rejected. changed_loss  5.419e-02   merged_size 688.  
   1,   14 : rejected. changed_loss  2.951e-02   merged_size 698.  
   1,   17 : rejected. changed_loss  2.956e-02   merged_size 690.  
   0,   11 : rejected. changed_loss  6.604e-02   merged_size 657.  
   1,   18 : rejected. changed_loss  3.071e-02   merged_size 662.  
MERGE @ lap 40.00 : 0/17 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 40.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   22/66 pairs eligible. 44 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   5,    6 : pair_score 1.002e+03, size 528. 473.
   5,   13 : pair_score 9.868e+02, size 528. 458.
   5,    7 : pair_score 9.822e+02, size 528. 453.
   6,   13 : pair_score 9.323e+02, size 473. 458.
   6,    7 : pair_score 9.277e+02, size 473. 453.
   7,   10 : pair_score 9.124e+02, size 453. 458.
   7,   13 : pair_score 9.124e+02, size 453. 458.
   9,   18 : pair_score 8.459e+02, size 449. 396.
  14,   18 : pair_score 8.290e+02, size 432. 396.
   5,   11 : pair_score 8.210e+02, size 528. 292.
  17,   18 : pair_score 8.209e+02, size 424. 396.
   1,    5 : pair_score 7.944e+02, size 266. 528.
  10,   11 : pair_score 7.512e+02, size 458. 292.
  11,   13 : pair_score 7.511e+02, size 292. 458.
   9,   11 : pair_score 7.424e+02, size 449. 292.
   1,    6 : pair_score 7.399e+02, size 266. 473.
  11,   14 : pair_score 7.255e+02, size 292. 432.
   1,   10 : pair_score 7.246e+02, size 266. 458.
   1,   13 : pair_score 7.246e+02, size 266. 458.
   1,    7 : pair_score 7.200e+02, size 266. 453.
EVALUATING merges at lap 41.00
   5,    6 : rejected. changed_loss  6.577e-02   merged_size 1002  
   5,   13 : rejected. changed_loss  3.075e-02   merged_size 986.  
   5,    7 : rejected. changed_loss  4.755e-02   merged_size 982.  
   6,   13 : rejected. changed_loss  5.587e-02   merged_size 932.  
   6,    7 : rejected. changed_loss  5.406e-02   merged_size 927.  
   7,   10 : rejected. changed_loss  3.067e-02   merged_size 912.  
   7,   13 : rejected. changed_loss  4.324e-02   merged_size 912.  
   9,   18 : rejected. changed_loss  3.674e-02   merged_size 846.  
  14,   18 : rejected. changed_loss  3.835e-02   merged_size 829.  
   5,   11 : rejected. changed_loss  4.694e-02   merged_size 814.  
  17,   18 : rejected. changed_loss  2.884e-02   merged_size 821.  
   1,    5 : rejected. changed_loss  3.790e-02   merged_size 800.  
  10,   11 : rejected. changed_loss  4.419e-02   merged_size 744.  
  11,   13 : rejected. changed_loss  4.426e-02   merged_size 744.  
   9,   11 : rejected. changed_loss  5.701e-02   merged_size 736.  
   1,    6 : rejected. changed_loss  4.823e-02   merged_size 745.  
  11,   14 : rejected. changed_loss  4.830e-02   merged_size 719.  
   1,   10 : rejected. changed_loss  2.349e-02   merged_size 730.  
   1,   13 : rejected. changed_loss  2.970e-02   merged_size 730.  
   1,    7 : rejected. changed_loss  3.024e-02   merged_size 725.  
MERGE @ lap 41.00 : 0/20 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 41.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   20/66 pairs eligible. 46 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   5,   17 : pair_score 9.535e+02, size 528. 425.
   5,   18 : pair_score 9.246e+02, size 528. 396.
   6,   17 : pair_score 8.989e+02, size 473. 425.
   7,   14 : pair_score 8.867e+02, size 453. 432.
  10,   17 : pair_score 8.836e+02, size 458. 425.
  13,   17 : pair_score 8.835e+02, size 458. 425.
   6,   18 : pair_score 8.700e+02, size 473. 396.
  10,   18 : pair_score 8.547e+02, size 458. 396.
  13,   18 : pair_score 8.547e+02, size 458. 396.
   6,   11 : pair_score 7.602e+02, size 473. 286.
   7,   11 : pair_score 7.402e+02, size 453. 286.
   1,    9 : pair_score 7.219e+02, size 272. 449.
  11,   17 : pair_score 7.114e+02, size 286. 425.
   1,   14 : pair_score 7.049e+02, size 272. 432.
  11,   18 : pair_score 6.826e+02, size 286. 396.
   0,   11 : pair_score 6.509e+02, size 364. 286.
   0,    1 : pair_score 6.365e+02, size 364. 272.
EVALUATING merges at lap 42.00
   5,   17 : rejected. changed_loss  3.388e-02   merged_size 953.  
   5,   18 : rejected. changed_loss  5.197e-02   merged_size 924.  
   6,   17 : rejected. changed_loss  5.755e-02   merged_size 899.  
   7,   14 : rejected. changed_loss  4.261e-02   merged_size 886.  
  10,   17 : rejected. changed_loss  2.703e-02   merged_size 883.  
  13,   17 : rejected. changed_loss  3.160e-02   merged_size 883.  
   6,   18 : rejected. changed_loss  4.258e-02   merged_size 870.  
  10,   18 : rejected. changed_loss  2.010e-02   merged_size 854.  
  13,   18 : rejected. changed_loss  3.369e-02   merged_size 854.  
   6,   11 : rejected. changed_loss  6.321e-02   merged_size 754.  
   7,   11 : rejected. changed_loss  5.225e-02   merged_size 734.  
   1,    9 : rejected. changed_loss  3.855e-02   merged_size 727.  
  11,   17 : rejected. changed_loss  4.134e-02   merged_size 705.  
   1,   14 : rejected. changed_loss  3.045e-02   merged_size 710.  
  11,   18 : rejected. changed_loss  5.287e-02   merged_size 676.  
   0,   11 : rejected. changed_loss  6.384e-02   merged_size 644.  
   0,    1 : rejected. changed_loss  3.503e-02   merged_size 642.  
MERGE @ lap 42.00 : 0/17 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 42.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   19/66 pairs eligible. 47 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   0,    5 : pair_score 8.929e+02, size 364. 528.
  14,   17 : pair_score 8.582e+02, size 432. 425.
   0,    6 : pair_score 8.383e+02, size 364. 473.
   0,   10 : pair_score 8.230e+02, size 364. 458.
   0,   13 : pair_score 8.229e+02, size 364. 458.
   0,    9 : pair_score 8.143e+02, size 364. 449.
   5,   11 : pair_score 8.089e+02, size 528. 280.
   1,    5 : pair_score 8.062e+02, size 277. 528.
   1,    6 : pair_score 7.515e+02, size 277. 473.
  10,   11 : pair_score 7.390e+02, size 458. 280.
  11,   13 : pair_score 7.389e+02, size 280. 458.
   1,   10 : pair_score 7.363e+02, size 277. 458.
   1,   13 : pair_score 7.362e+02, size 277. 458.
   1,    7 : pair_score 7.314e+02, size 277. 453.
   9,   11 : pair_score 7.303e+02, size 449. 280.
  11,   14 : pair_score 7.133e+02, size 280. 432.
EVALUATING merges at lap 43.00
   0,    5 : rejected. changed_loss  5.420e-02   merged_size 892.  
  14,   17 : rejected. changed_loss  4.741e-02   merged_size 858.  
   0,    6 : rejected. changed_loss  5.427e-02   merged_size 838.  
   0,   10 : rejected. changed_loss  3.358e-02   merged_size 822.  
   0,   13 : rejected. changed_loss  3.938e-02   merged_size 822.  
   0,    9 : rejected. changed_loss  4.464e-02   merged_size 814.  
   5,   11 : rejected. changed_loss  4.585e-02   merged_size 803.  
   1,    5 : rejected. changed_loss  3.887e-02   merged_size 812.  
   1,    6 : rejected. changed_loss  4.915e-02   merged_size 757.  
  10,   11 : rejected. changed_loss  4.317e-02   merged_size 733.  
  11,   13 : rejected. changed_loss  4.319e-02   merged_size 733.  
   1,   10 : rejected. changed_loss  2.440e-02   merged_size 742.  
   1,   13 : rejected. changed_loss  3.076e-02   merged_size 741.  
   1,    7 : rejected. changed_loss  3.135e-02   merged_size 737.  
   9,   11 : rejected. changed_loss  5.583e-02   merged_size 724.  
  11,   14 : rejected. changed_loss  4.719e-02   merged_size 707.  
MERGE @ lap 43.00 : 0/16 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 43.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   15/66 pairs eligible. 51 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   7,    9 : pair_score 9.035e+02, size 453. 449.
   7,   17 : pair_score 8.791e+02, size 453. 425.
   9,   17 : pair_score 8.754e+02, size 449. 425.
   7,   18 : pair_score 8.500e+02, size 453. 396.
   6,   11 : pair_score 7.484e+02, size 473. 274.
   1,    9 : pair_score 7.333e+02, size 283. 449.
   7,   11 : pair_score 7.282e+02, size 453. 274.
   1,   14 : pair_score 7.164e+02, size 283. 432.
   1,   17 : pair_score 7.090e+02, size 283. 425.
  11,   17 : pair_score 7.000e+02, size 274. 425.
   1,   18 : pair_score 6.798e+02, size 283. 396.
  11,   18 : pair_score 6.708e+02, size 274. 396.
   0,    1 : pair_score 6.476e+02, size 364. 283.
   0,   11 : pair_score 6.387e+02, size 364. 274.
EVALUATING merges at lap 44.00
   7,    9 : rejected. changed_loss  4.358e-02   merged_size 903.  
   7,   17 : rejected. changed_loss  3.341e-02   merged_size 879.  
   9,   17 : rejected. changed_loss  5.315e-02   merged_size 875.  
   7,   18 : rejected. changed_loss  4.299e-02   merged_size 849.  
   6,   11 : rejected. changed_loss  6.201e-02   merged_size 743.  
   1,    9 : rejected. changed_loss  3.931e-02   merged_size 737.  
   7,   11 : rejected. changed_loss  5.127e-02   merged_size 723.  
   1,   14 : rejected. changed_loss  3.120e-02   merged_size 720.  
   1,   17 : rejected. changed_loss  3.162e-02   merged_size 713.  
  11,   17 : rejected. changed_loss  4.054e-02   merged_size 695.  
   1,   18 : rejected. changed_loss  3.313e-02   merged_size 684.  
  11,   18 : rejected. changed_loss  5.169e-02   merged_size 666.  
   0,    1 : rejected. changed_loss  3.682e-02   merged_size 651.  
   0,   11 : rejected. changed_loss  6.193e-02   merged_size 634.  
MERGE @ lap 44.00 : 0/14 accepted. Ndiff 0.00. 0 skipped.
PLANNING merges at lap 44.20. K=12
   0/12 UIDs ineligible because on shortlist for births. 
   19/66 pairs eligible. 47 disqualified by past failures.
   Prioritizing elible pairs via ranking procedure: total_size
Chosen uid pairs:
   5,    9 : pair_score 9.786e+02, size 528. 449.
   5,   14 : pair_score 9.616e+02, size 528. 432.
   6,    9 : pair_score 9.238e+02, size 473. 449.
   9,   10 : pair_score 9.086e+02, size 449. 458.
   9,   13 : pair_score 9.084e+02, size 449. 458.
   6,   14 : pair_score 9.068e+02, size 473. 432.
  10,   14 : pair_score 8.916e+02, size 458. 432.
  13,   14 : pair_score 8.914e+02, size 458. 432.
   1,    5 : pair_score 8.165e+02, size 287. 528.
   5,   11 : pair_score 7.987e+02, size 528. 270.
   1,    6 : pair_score 7.617e+02, size 287. 473.
   1,   10 : pair_score 7.465e+02, size 287. 458.
   1,   13 : pair_score 7.463e+02, size 287. 458.
   1,    7 : pair_score 7.413e+02, size 287. 453.
  10,   11 : pair_score 7.288e+02, size 458. 270.
  11,   13 : pair_score 7.285e+02, size 270. 458.
   9,   11 : pair_score 7.200e+02, size 449. 270.
  11,   14 : pair_score 7.030e+02, size 270. 432.
EVALUATING merges at lap 45.00
   5,    9 : rejected. changed_loss  6.735e-02   merged_size 978.  
   5,   14 : rejected. changed_loss  4.995e-02   merged_size 961.  
   6,    9 : rejected. changed_loss  4.091e-02   merged_size 923.  
   9,   10 : rejected. changed_loss  3.936e-02   merged_size 908.  
   9,   13 : rejected. changed_loss  5.064e-02   merged_size 908.  
   6,   14 : rejected. changed_loss  5.319e-02   merged_size 906.  
  10,   14 : rejected. changed_loss  3.194e-02   merged_size 891.  
  13,   14 : rejected. changed_loss  2.254e-02   merged_size 891.  
   1,    5 : rejected. changed_loss  3.960e-02   merged_size 821.  
   5,   11 : rejected. changed_loss  4.491e-02   merged_size 793.  
   1,    6 : rejected. changed_loss  4.985e-02   merged_size 766.  
   1,   10 : rejected. changed_loss  2.513e-02   merged_size 751.  
